Pump_ID,Temperature,Vibration,Pressure,Flow_Rate,RPM,Operational_Hours,Maintenance_Flag
2,127.50835007924499,2.369396895708607,136.02102899159104,6.501491740898246,1444.191921586282,3966.793671846298,1
4,88.97518505816208,4.5411259135897115,147.51697269176566,7.0015162308093775,1004.8024957864203,3673.28893334156,0
3,61.83232457722971,2.5421119519830593,220.85857734400486,8.824368176356634,2597.662711715489,5489.061016489422,1
3,106.25034414465942,2.8344517828411053,145.81709102870565,16.2835115540096,2280.9262808792,3134.783014740251,0
2,84.81586512503186,3.119708650885018,235.47622143469835,8.385183024777913,2594.1316670984816,761.5331731185373,1
5,80.62222666258523,2.664719443583379,233.69640402433598,14.474800847811776,2430.0600859051424,1037.2719661979515,0
5,125.30045710284732,3.8243124645243087,193.28625379037118,2.073177316106293,1100.6240604578707,1795.1487963764914,1
3,77.05253829482919,2.6261505434039867,255.19930429040681,15.822936556288163,2378.030724567582,4250.459657034943,0
5,103.7374451603651,3.0357345781623217,285.82966149220294,3.802423632412188,2449.470978485251,1308.382479644153,1
1,73.91112330826448,2.963130352843897,251.455138065742,2.7103592640593535,2223.3785759134475,5967.585505617834,0
1,101.92091105987369,4.657018941249752,297.01502965827467,7.678913915140377,2525.997233953084,6437.3349824727975,1
2,99.49157885099778,4.559422688641461,266.1851543411684,14.274973568119806,2707.536977285571,8474.150455162879,1
1,74.15649754135863,4.337977884431758,228.5084957784754,12.363096006840017,2273.222648273242,3909.490985382435,0
3,129.33550990421577,2.9179266369539234,112.32093832149268,10.696780842281502,2977.0031799936933,2052.6432756887334,1
2,64.35114661103806,3.107607204196697,270.57655846564603,14.768302333537747,2152.5656987092634,8885.664295947827,0
4,51.24925603793113,0.3710062443622427,179.81716469807617,9.915315689129972,1505.192185180139,2339.7904634506463,1
5,146.53153082774338,4.121769718715721,285.37199058124577,2.23481628189674,2878.580489108441,9616.176859753956,0
4,101.1438057303281,2.94439219512034,186.61134342959275,16.801066941186267,1057.622169532417,8517.617748808962,1
2,85.00502733191084,2.725813480223959,207.9396359393883,9.855735200357493,2667.0883163453836,5096.102413722458,1
2,71.51282333429035,4.066965294576148,223.00856633620964,17.241511408835922,1299.725302857592,3260.2722644444557,0
4,134.38785476027797,3.8606968766239413,145.01902968631614,4.012986278475392,2359.5603208519233,5487.422673461793,1
1,109.69302649188913,4.209409002002021,264.32188091373916,1.9876261094093937,1539.7063014797877,7460.641430475168,1
5,87.92437406939888,4.506133948240729,100.4718022780638,15.515867524187875,1221.3403021150166,8757.780051869446,1
1,58.53421627011388,4.635737998249528,199.05445928530392,18.449440187279883,1788.2789254941686,1344.337801905392,1
2,124.19002551823637,0.2300107995936582,131.3999184040574,6.5022842134888785,2642.089749562935,3574.4908202075962,1
1,70.93300366033272,1.4758305271858707,216.24090435427087,18.479690113626067,2102.2366243888055,2580.008837740049,1
3,60.08033604163364,0.15918127969071358,165.03532996937355,18.759289466416064,1467.539736392277,3917.4887700181207,0
2,72.0875008475185,1.0274520833318848,128.5814516824903,10.903928021824738,1882.5124102682178,3930.7994747126445,0
3,135.36418939364285,0.6402354775522536,159.0291428027894,18.438224727520595,1675.720970184366,6070.046428137271,0
1,120.16615947273036,4.924103164779979,213.3203897953618,18.5131870839236,2447.378384765855,3272.4411677864364,0
4,87.17957188299516,1.0253942944294545,282.89901570295865,12.30016157867024,1119.3083749223995,666.2039378446402,1
5,91.4226490408592,3.375761790214688,147.2695311079592,18.634324654819245,2898.5183566757814,7534.101742064888,1
4,136.16130606893108,2.06114572646223,205.84101416701208,1.814948211336689,2200.547233413199,3942.111783897309,1
2,99.02511543645163,1.4957037936503947,126.76604456046195,12.528048258594536,1614.2019435985194,8852.894840711597,0
2,82.75553187946859,2.158282118938318,158.64290440001983,2.7574639619567463,2845.166996037975,231.74893118810851,1
2,78.3760526097015,1.946262522753018,165.88896880702913,8.611987573678018,1583.2609556782434,6999.775187421829,1
1,125.75188538804342,2.549512469814542,141.10871509368977,19.75316801891,2834.1468774978275,191.82946268346691,1
5,72.44330930024704,1.3845741956895432,218.59932287189088,19.320028954657424,2041.7996784487855,3590.573359901789,1
1,121.25615905575994,0.4321309250058821,161.9110066547606,6.771157620597849,1774.3930720720323,9416.811179515356,0
4,139.0175359023795,2.1666464125228106,223.31694930263194,15.333857083609145,2516.995663385477,865.0026947170818,0
5,90.74904979809682,0.5839996373461641,121.5474525013005,4.414625046276816,2479.313549138583,7987.358638798551,1
2,127.76644519060204,1.4640761617023208,102.98430368332035,0.9427955443274847,1167.354263119222,946.4500760809195,0
3,54.3677819817253,3.0999327726675743,199.1169859723485,14.938336675543237,1344.6580008953442,8568.556946765395,1
1,67.7817687355407,3.325990004747586,112.35748636523822,7.861536354621162,1232.761625599202,2435.816135971839,0
3,67.61160796663634,3.8579244452235835,179.17122957757311,7.780810516439172,1803.3224582439461,5583.911470984568,1
4,71.68009137647215,4.860904593558475,179.86362451700762,14.130423028568611,1813.8483174196153,2554.8688322111952,1
3,126.60163613187366,1.9763562630229687,267.31925254989824,3.55740952770298,1976.6622412931897,8377.683862761072,1
4,146.52540484768662,1.5062944947629218,258.72112303566314,16.973037573882014,1077.3548689227484,613.1657551571458,0
4,85.20203339998258,0.46515370055685823,154.3586115820692,12.240585883235035,2855.5047685643153,500.18105069239374,1
4,115.94482640596217,0.6293343344815054,147.2404974770171,8.043904622621842,2673.5651789534677,9937.303415466773,0
1,95.865231681175,3.129305490044846,246.78445457384956,7.61818640970938,1944.8855492225316,1471.19383870291,1
2,79.15405276268847,3.9613972281708625,234.63087409435045,4.03155743976851,2062.9551846901204,272.3668009037931,0
4,97.47871695171423,3.6229663568859607,138.86267523587202,14.18964079677638,2769.0918740520865,6665.728448335239,0
1,123.35531767536969,0.9861153365476222,280.9747944693638,19.30444835280895,2798.211216047562,5091.790630643343,1
3,54.02645010451218,4.005293344723227,293.13717864256324,4.427438861497411,1482.3090823102448,3593.3111056495527,0
1,140.8340489669976,4.8671804439946715,282.1204174098786,6.43447209485418,1559.4152244084648,2856.756760379814,1
4,102.29037935125677,3.3433003019168437,134.70416601455403,6.757253377520036,2235.8171825982363,4234.80336041541,0
2,71.8767447464989,4.993011399144444,255.97626475437187,6.153800523933148,1638.3251727483275,2959.841805832131,0
3,104.94991573597873,2.1282556963124333,264.51497645246684,9.851081425579679,2765.036387954319,3165.7480679946193,0
5,100.62158898202716,3.4231877415112697,228.52596945748562,9.897595427097553,2395.8988972020843,396.25128918638507,1
